full_appl_no	fda_app_number	docs_date	pdf_url	Approval	Brand
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20986s024lbl.pdf	NA	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020986s037lbl.pdf	NA	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020986s045lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020986s047lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/019938s064,019959s067,019991s068,020986s055lbl.pdf	NA	NovoPen®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020986s057lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020986s064lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020986s078lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020986s080lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020986s059s081lbl.pdf	2000	NovoLog®
BLA020986	020986	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020986s082lbl.pdf	2000	NovoLog®
BLA021018	021018	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021018s077lbl.pdf	NA	HUMALOG®
BLA021018	021018	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021018s100lbl.pdf	NA	HUMALOG®
BLA021172	021172	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21172s3lbl.pdf	NA	NovoLog®
BLA021172	021172	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021172s021lbl.pdf	NA	NovoLog®
BLA021172	021172	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021172s045s049lbl.pdf	2001	NovoLog®
BLA021172	021172	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021172s051lbl.pdf	2001	NovoLog®
BLA021172	021172	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021172s053lbl.pdf	2001	NovoLog®
BLA021536	021536	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021536s028lbl.pdf	2005	LEVEMIR®
BLA021536	021536	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021536s035lbl.pdf	2005	LEVEMIR®
BLA021536	021536	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021536s037lbl.pdf	2005	LEVEMIR®
BLA021536	021536	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021536S039lbl.pdf	2005	LEVEMIR®
BLA021536	021536	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021536s041lbl.pdf	2005	LEVEMIR®
BLA021536	021536	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021536s044lbl.pdf	2005	LEVEMIR®
BLA021629	021629	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021629s015lbl.pdf	2004	OptiClik ®
BLA021629	021629	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021629s029lbl.pdf	2004	SoloStar®
BLA021663	021663	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021663s014lbl.pdf	1975	MENOPUR®
BLA021810	021810	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021810s004lbl.pdf	NA	NovoLog®
BLA021810	021810	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021810s010lbl.pdf	NA	NovoLog®
BLA021839	021839	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021839s017lbl.pdf	2005	INCRELEX®
BLA022472	022472	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s002lbl.pdf	2014	AFREZZA®
BLA022472	022472	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472Orig1s005lbl.pdf	NA	NA
BLA022523	022523	2020-03-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/022523s004lbl.pdf	NA	PANCREAZE®
NDA004782	004782	2003-04-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/004782s115lbl.pdf	NA	Premarin®
NDA004782	004782	2002-11-27	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/04782slr128_Premarin_lbl.pdf	NA	Premarin®
NDA004782	004782	2003-01-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/04782s129lbl.pdf	NA	Premarin®
NDA004782	004782	2004-05-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/04782slr133,136_premarin_lbl.pdf	NA	NA
NDA004782	004782	2004-08-31	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/04782s137lbl.pdf	NA	NA
NDA004782	004782	2005-04-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/004782s138,139lbl.pdf	NA	NA
NDA004782	004782	2005-11-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/004782s142lbl.pdf	NA	Premarin®
NDA004782	004782	2011-11-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/004782s162s164s167lbl.pdf	NA	PREMARIN®
NDA005010	005010	2009-03-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/005010s049lbl.pdf	NA	Demerol®
NDA005010	005010	2011-04-11	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/005010s050lbl.pdf	NA	Demerol®
NDA005010	005010	2011-10-31	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/005010s051lbl.pdf	NA	Demerol®
NDA005378	005378	2007-05-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/005378s026lbl.pdf	NA	DESOXYN®
NDA005929	005929	2003-05-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/05929s32s33lbl.pdf	NA	NA
NDA005939	005939	2007-04-20	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/005939s007lbl.pdf	NA	NA
NDA006035	006035	2012-06-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/006035s078lbl.pdf	NA	Methergine®
NDA006134	006134	2012-07-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/006134s031lbl.pdf	1947	DOLOPHINE®
NDA006134	006134	2015-04-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/006134s038lbl.pdf	1947	DOLOPHINE®
NDA006188	006188	2008-11-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/6188s018s019Lbl.pdf	NA	NA
NDA006188	006188	2010-04-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/006188s020lbl.pdf	NA	NA
NDA006188	006188	2011-07-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/006188s021s022lbl.pdf	NA	NA
NDA006188	006188	2015-02-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/006188s024lbl.pdf	NA	NA
NDA006488	006488	2010-02-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/006488s074lbl.pdf	NA	  ®
NDA006927	006927	2003-07-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/06927slr030,09112slr021_eurax_lbl.pdf	NA	NA
NDA007073	007073	2014-03-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/007073s128lbl.pdf	NA	Azulfidine®
NDA007337	007337	2004-06-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/07337slr029_percodan_lbl.pdf	NA	PERCODAN®
NDA007337	007337	2006-08-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/007337s043lbl.pdf	NA	PERCODAN®
NDA007337	007337	2010-03-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/007337s045lbl.pdf	NA	PERCODAN®
NDA007337	007337	2010-07-31	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/007337s046lbl.pdf	NA	PERCODAN®
NDA007517	007517	2009-03-13	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/007517s022lbl.pdf	NA	NA
NDA007961	007961	2011-08-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/007961s028lbl.pdf	1950	BENTYL®
NDA008173	008173	2003-03-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/08173slr015_benoquin_lbl.pdf	NA	NA
NDA008303	008303	2008-01-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/1996/008303s068lbl.pdf	NA	NA
NDA008306	008306	2009-01-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/008306s030lbl.pdf	NA	NA
NDA008316	008316	2003-06-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/08316slr015_primaquine_lbl.pdf	NA	NA
NDA008316	008316	2015-04-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/008316s021lbl.pdf	NA	NA
NDA008370	008370	2011-08-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/008370s032lbl.pdf	1950	BENTYL®
NDA008370	008370	2013-01-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/007409s042,008370s033lbl.pdf	1950	BENTYL®
NDA008453	008453	2010-11-22	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/008453s027lbl.pdf	NA	Anectine®
NDA008578	008578	2003-12-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/08578slr016_daraprim_lbl.pdf	NA	DARAPRIM®
NDA008678	008678	2016-07-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/008678s028lbl.pdf	NA	NA
NDA008762	008762	2011-01-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/008762s038lbl.pdf	NA	125®
NDA008762	008762	2011-12-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/008762s032s039s040s041s043lbl.pdf	NA	125®
NDA008762	008762	2013-03-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/008762s047lbl.pdf	NA	125®
NDA008762	008762	2014-01-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/008762s050,010151s038lbl.pdf	NA	Dilantin®
NDA008809	008809	2004-09-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/08809s054lbl.pdf	NA	12 ®
NDA008809	008809	2012-06-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/008809s065lbl.pdf	1953	NA
NDA008809	008809	2013-04-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/008809s066lbl.pdf	1953	NA
NDA008816	008816	2004-07-28	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/08816s032lbl.pdf	NA	NA
NDA009000	009000	2002-06-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/9000s22s23lbl.pdf	NA	CAFERGOT®
NDA009053	009053	2004-07-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/09053s024lbl.pdf	NA	PURINETHOL®
NDA009053	009053	2011-05-31	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/009053s032lbl.pdf	NA	PURINETHOL®
NDA009112	009112	2003-07-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/06927slr030,09112slr021_eurax_lbl.pdf	NA	NA
NDA009165	009165	2014-06-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/009165s032lbl.pdf	NA	Delatestryl®
NDA009170	009170	2010-07-30	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/009170s035lbl.pdf	NA	Mysoline®
NDA009190	009190	2014-04-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/009190s024lbl.pdf	1954	LIPIODOL®
NDA009218	009218	2006-10-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/009218s102lbl.pdf	NA	NA
NDA009218	009218	2010-01-24	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/009218s108lbl.pdf	NA	COUMADIN®
NDA009218	009218	2015-10-29	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/009218s115lbl.pdf	1954	NA
NDA009330	009330	2011-11-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/009330s026lbl.pdf	NA	  ®
NDA009330	009330	2013-05-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/009330s027lbl.pdf	1954	DIGIBIND®
NDA009386	009386	2003-03-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/009386s019lbl.pdf	NA	MYLERAN®
NDA009402	009402	2004-06-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/09402slr037_delestrogen_lbl.pdf	NA	DELESTROGEN®
NDA009435	009435	2010-02-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/009435s035s036lbl.pdf	NA	Nesacaine®
NDA009818	009818	2011-07-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/009818s018lbl.pdf	NA	NA
NDA009829	009829	2003-04-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/15193s18lbl.pdf	NA	NA
NDA009830	009830	2005-06-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/09829s9lbl.pdf	NA	NA
NDA009866	009866	2009-10-05	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/009866s77s79lbl.pdf	NA	Cortef®
NDA009866	009866	2010-07-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/009866s080lbl.pdf	NA	CORTEF®
NDA010104	010104	2012-11-27	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/010104s023lbl.pdf	NA	MEPHYTON®
NDA010151	010151	2011-11-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/010151s036lbl.pdf	NA	Dilantin®
NDA010151	010151	2013-03-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/010151s037lbl.pdf	NA	Dilantin®
NDA010151	010151	2014-04-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/008762s051,010151s039lbl.pdf	NA	125®
NDA010151	010151	2016-01-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/008762s054,010151s041lbl.pdf	NA	125®
NDA010151	010151	2016-06-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/008762s055,010151s042lbl.pdf	NA	125®
NDA010155	010155	2011-11-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/010155s023lbl.pdf	NA	MYTELASE®
NDA010155	010155	2014-12-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/010155s024lbl.pdf	NA	MYTELASE®
NDA010187	010187	2006-08-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/010187s66s67,018029s37s38,021284s6s8lbl.pdf	NA	Ritalin®
NDA010187	010187	2006-08-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/010187s66s67,018029s37s38,021284s6s8lbl.pdf	NA	Ritalin®
NDA010187	010187	2007-05-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/010187s069,018029s040,021284s011lbl.pdf	NA	Ritalin®
NDA010187	010187	2010-11-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010187s072,018029s042lbl.pdf	NA	Ritalin®
NDA010187	010187	2013-12-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/010187s077lbl.pdf	NA	Ritalin®
NDA010402	010402	2004-04-23	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/010402S046lbl.pdf	NA	NA
NDA010402	010402	2012-04-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/010402s063lbl.pdf	NA	Premarin®
NDA010515	010515	1999-05-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/1999/10515s22lbl.pdf	NA	NA
NDA010515	010515	2013-03-26	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/010515s031lbl.pdf	NA	NA
NDA010596	010596	2010-10-11	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010596s22lbl.pdf	NA	Celontin®
NDA010669	010669	2003-12-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/10669slr028_leukeran_lbl.pdf	NA	LEUKERAN®
NDA010926	010926	2004-11-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/10926s030lbl.pdf	NA	NA
NDA011011	011011	2003-05-06	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/011011Orig1s070s071lbl.pdf	NA	robaxin®
NDA011210	011210	2011-01-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/011210s053lbl.pdf	NA	TESSALON®
NDA011213	011213	2002-05-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/10775s311213s24lbl.pdf	NA	TRILAFON®
NDA011287	011287	2009-10-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/011287s022lbl.pdf	NA	Kayexalate®
NDA011340	011340	2002-04-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/11340s16lbl.pdf	NA	CERUMENEX®
NDA011522	011522	2005-08-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/011522s032,033lbl.pdf	NA	ADDERALL®
NDA011522	011522	2006-07-27	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/011522s034s037,021303s013lbl.pdf	NA	ADDERALL®
NDA011522	011522	2015-10-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/011522s042lbl.pdf	NA	Adderall®
NDA011525	011525	2015-10-08	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/011525s027lbl.pdf	1959	GREEN ®
NDA011559	011559	2004-06-01	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/11559slr037_brevital_lbl.pdf	NA	BREVITAL®
NDA011559	011559	2008-06-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/011559s041lbl.pdf	NA	BREVITAL®
NDA011600	011600	2016-01-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/pre96/011600s026lbl.pdf	NA	NA
NDA011641	011641	2009-09-17	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/011641s065lbl.pdf	NA	DIABINESE®
NDA011641	011641	2011-02-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/011641s066lbl.pdf	NA	DIABINESE®
NDA011664	011664	2016-08-02	http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/011664s063lbl.pdf	NA	DECADRON®
NDA011665	011665	2005-06-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/15193s18lbl.pdf	NA	NA
NDA011689	011689	2004-11-15	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/11689s024lbl.pdf	NA	Phenergan®
NDA011707	011707	2006-10-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/011707s031lbl.pdf	NA	OPANA®
NDA011719	011719	2004-02-03	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/11719slr106_methotrexate_lbl.pdf	NA	NA
NDA011719	011719	2015-11-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/011719s122lbl.pdf	NA	NA
NDA011722	011722	2004-09-07	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/11722s029,12546s032lbl.pdf	NA	TENUATE®
NDA011757	011757	2009-04-16	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/011757s085s086lbl.pdf	NA	Medrol®
NDA011757	011757	2014-07-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/011757s103lbl.pdf	NA	MEDROL®
NDA011790	011790	2004-05-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/11790slr046_robaxin_lbl.pdf	NA	NA
NDA011792	011792	2006-06-12	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/011792s035lbl.pdf	NA	SOMA®
NDA011839	011839	2007-10-04	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/011839s071lbl.pdf	NA	PROVERA®
NDA011856	011856	2011-10-25	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/011856s103s104lbl.pdf	NA	MEDROL®
NDA011870	011870	2009-06-10	http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/011870s040lbl.pdf	NA	DIURIL®
NDA011909	011909	2003-09-09	http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/11909slr033_nardil_lbl.pdf	NA	  ®
NDA011909	011909	2007-02-21	http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/011909s036lbl.pdf	NA	"NARDIL®"
NDA011961	011961	1998-08-18	http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/11961lbl.pdf	NA	MARPLAN®
NDA011963	011963	2006-03-14	http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/011963s034lbl.pdf	NA	Iodide®
